event,first,second,created
唇からI love you,37152,22519,2014-03-29 14:34:50
唇からI love you,36845,22280,2014-03-29 13:37:16
唇からI love you,36507,22088,2014-03-29 12:40:15
唇からI love you,36291,21896,2014-03-29 11:38:50
唇からI love you,35999,21725,2014-03-29 10:34:51
唇からI love you,35838,21572,2014-03-29 09:48:19
唇からI love you,35607,21428,2014-03-29 08:38:00
唇からI love you,35421,21291,2014-03-29 07:37:46
唇からI love you,35275,21145,2014-03-29 06:41:21
唇からI love you,35118,21013,2014-03-29 05:37:51
唇からI love you,34901,20851,2014-03-29 04:35:01
唇からI love you,34586,20683,2014-03-29 03:40:44
唇からI love you,34369,20531,2014-03-29 02:35:00
唇からI love you,34132,20406,2014-03-29 01:39:52
唇からI love you,33948,20282,2014-03-29 00:37:41
唇からI love you,33831,20191,2014-03-28 23:43:34
唇からI love you,33718,20109,2014-03-28 22:40:59
唇からI love you,33575,20068,2014-03-28 22:04:21
唇からI love you,33542,20018,2014-03-28 20:35:46
唇からI love you,33487,19966,2014-03-28 19:37:36
唇からI love you,33394,19880,2014-03-28 18:37:53
唇からI love you,33277,19736,2014-03-28 17:36:58
唇からI love you,33051,19561,2014-03-28 16:40:50
唇からI love you,32680,19350,2014-03-28 15:34:47
唇からI love you,32253,19125,2014-03-28 14:38:42
唇からI love you,31934,18863,2014-03-28 13:36:51
唇からI love you,31625,18699,2014-03-28 12:42:53
唇からI love you,31370,18543,2014-03-28 11:36:59
唇からI love you,31183,18425,2014-03-28 10:35:30
唇からI love you,30956,18294,2014-03-28 09:36:14
唇からI love you,30778,18175,2014-03-28 08:38:10
唇からI love you,30651,18083,2014-03-28 07:36:40
唇からI love you,30453,17926,2014-03-28 06:37:53
唇からI love you,30298,17797,2014-03-28 05:35:13
唇からI love you,30185,17659,2014-03-28 04:36:48
唇からI love you,30083,17521,2014-03-28 03:35:17
唇からI love you,29829,17387,2014-03-28 02:36:34
唇からI love you,29653,17279,2014-03-28 01:36:10
唇からI love you,29483,17180,2014-03-28 00:36:47
唇からI love you,29303,17082,2014-03-27 23:37:21
唇からI love you,29165,17006,2014-03-27 22:34:55
唇からI love you,29059,16929,2014-03-27 21:37:23
唇からI love you,28983,16890,2014-03-27 20:35:57
唇からI love you,28934,16835,2014-03-27 19:38:19
唇からI love you,28789,16771,2014-03-27 18:37:13
唇からI love you,28594,16679,2014-03-27 17:38:31
唇からI love you,28349,16506,2014-03-27 16:39:27
唇からI love you,28023,16309,2014-03-27 15:40:16
唇からI love you,27608,16046,2014-03-27 14:36:11
唇からI love you,27179,15787,2014-03-27 13:36:43
唇からI love you,26825,15567,2014-03-27 12:36:31
唇からI love you,26481,15359,2014-03-27 11:37:39
唇からI love you,26137,15199,2014-03-27 10:37:02
唇からI love you,25834,15042,2014-03-27 09:37:04
唇からI love you,25598,14901,2014-03-27 08:39:51
唇からI love you,25399,14747,2014-03-27 07:37:52
唇からI love you,25213,14614,2014-03-27 06:38:16
唇からI love you,24922,14454,2014-03-27 05:40:08
唇からI love you,24619,14299,2014-03-27 04:39:36
唇からI love you,24329,14137,2014-03-27 03:39:36
唇からI love you,24038,13980,2014-03-27 02:36:30
唇からI love you,23830,13823,2014-03-27 01:38:31
唇からI love you,23568,13673,2014-03-27 01:03:22
唇からI love you,23390,13531,2014-03-27 01:02:50
唇からI love you,23186,13401,2014-03-27 01:02:24
唇からI love you,22963,13288,2014-03-27 01:01:46
唇からI love you,22829,13228,2014-03-27 01:01:09
唇からI love you,22685,13162,2014-03-26 19:40:24
唇からI love you,22476,13064,2014-03-26 18:38:47
唇からI love you,22095,12901,2014-03-26 17:35:53
唇からI love you,21396,12597,2014-03-26 16:40:45
唇からI love you,20315,12204,2014-03-26 15:42:33
唇からI love you,19878,12111,2014-03-26 14:44:37
唇からI love you,19717,12049,2014-03-26 13:38:19
唇からI love you,19589,11912,2014-03-26 12:37:27
唇からI love you,19466,11687,2014-03-26 11:38:48
唇からI love you,19331,11534,2014-03-26 10:38:10
唇からI love you,19256,11424,2014-03-26 09:40:44
唇からI love you,19197,11322,2014-03-26 08:35:07
唇からI love you,19100,11231,2014-03-26 07:38:28
唇からI love you,19015,11140,2014-03-26 06:35:32
唇からI love you,19015,11140,2014-03-26 06:35:32
唇からI love you,18920,11057,2014-03-26 05:39:17
唇からI love you,18850,10962,2014-03-26 04:46:33
唇からI love you,18751,10853,2014-03-26 03:35:58
唇からI love you,18676,10755,2014-03-26 02:35:41
唇からI love you,18594,10685,2014-03-26 01:37:02
唇からI love you,18508,10615,2014-03-26 00:36:40
唇からI love you,18437,10535,2014-03-25 23:39:01
唇からI love you,18324,10484,2014-03-25 22:36:42
唇からI love you,18285,10449,2014-03-25 21:36:56
唇からI love you,18238,10416,2014-03-25 20:37:14
唇からI love you,18207,10391,2014-03-25 19:51:28
唇からI love you,18057,10217,2014-03-25 16:36:51
唇からI love you,17900,10100,2014-03-25 15:35:00
唇からI love you,17676,9977,2014-03-25 14:37:43
唇からI love you,17479,9818,2014-03-25 13:37:29
唇からI love you,17327,9695,2014-03-25 12:38:55
唇からI love you,17183,9595,2014-03-25 11:39:44
唇からI love you,17097,9492,2014-03-25 10:36:48
唇からI love you,17029,9423,2014-03-25 09:37:47
唇からI love you,16913,9351,2014-03-25 08:37:21
唇からI love you,16822,9278,2014-03-25 07:37:59
唇からI love you,16731,9210,2014-03-25 06:38:01
唇からI love you,16641,9152,2014-03-25 05:36:19
唇からI love you,16562,9100,2014-03-25 04:36:31
唇からI love you,16501,9045,2014-03-25 03:35:52
唇からI love you,16432,8969,2014-03-25 02:39:13
唇からI love you,16383,8895,2014-03-25 01:35:42
唇からI love you,16329,8819,2014-03-25 00:35:01
唇からI love you,16271,8761,2014-03-24 23:40:13
唇からI love you,16213,8697,2014-03-24 22:36:22
唇からI love you,16171,8656,2014-03-24 21:35:53
唇からI love you,16116,8632,2014-03-24 20:37:01
唇からI love you,16088,8606,2014-03-24 19:38:01
唇からI love you,16068,8563,2014-03-24 18:37:55
唇からI love you,16016,8519,2014-03-24 17:34:39
唇からI love you,15894,8439,2014-03-24 16:38:11
唇からI love you,15741,8336,2014-03-24 15:37:11
唇からI love you,15555,8219,2014-03-24 14:39:00
唇からI love you,15366,8100,2014-03-24 14:27:00
唇からI love you,15229,7998,2014-03-24 14:26:26
唇からI love you,15105,7881,2014-03-24 11:35:14
唇からI love you,15028,7784,2014-03-24 10:37:09
唇からI love you,14977,7709,2014-03-24 09:40:12
唇からI love you,14873,7632,2014-03-24 09:12:38
唇からI love you,14747,7559,2014-03-24 07:39:30
唇からI love you,14666,7493,2014-03-24 06:35:08
唇からI love you,14580,7425,2014-03-24 05:34:44
唇からI love you,14512,7356,2014-03-24 04:37:28
唇からI love you,14405,7291,2014-03-24 03:39:14
唇からI love you,14307,7231,2014-03-24 02:38:36
唇からI love you,14244,7182,2014-03-24 01:37:23
唇からI love you,14200,7135,2014-03-24 00:38:17
唇からI love you,14174,7092,2014-03-23 23:37:54
唇からI love you,14140,7053,2014-03-23 22:37:11
唇からI love you,14106,7023,2014-03-23 21:36:00
唇からI love you,14068,6992,2014-03-23 20:35:14
唇からI love you,14048,6972,2014-03-23 19:35:55
唇からI love you,13995,6934,2014-03-23 18:36:35
唇からI love you,13913,6882,2014-03-23 17:36:34
唇からI love you,13794,6805,2014-03-23 16:36:59
唇からI love you,13706,6696,2014-03-23 15:34:53
唇からI love you,13560,6586,2014-03-23 14:39:13
唇からI love you,13425,6473,2014-03-23 13:37:24
唇からI love you,13313,6358,2014-03-23 12:35:21
唇からI love you,13198,6257,2014-03-23 11:36:16
唇からI love you,13109,6168,2014-03-23 10:37:33
唇からI love you,13010,6097,2014-03-23 09:37:04
唇からI love you,12918,6034,2014-03-23 08:35:32
唇からI love you,12844,5950,2014-03-23 07:38:04
唇からI love you,12749,5864,2014-03-23 06:35:41
唇からI love you,12674,5780,2014-03-23 05:37:30
唇からI love you,12593,5690,2014-03-23 04:36:36
唇からI love you,12522,5596,2014-03-23 03:36:18
唇からI love you,12461,5520,2014-03-23 02:37:15
唇からI love you,12398,5436,2014-03-23 01:37:31
唇からI love you,12352,5358,2014-03-23 00:35:31
唇からI love you,12284,5296,2014-03-22 23:33:39
唇からI love you,12252,5245,2014-03-22 22:46:21
唇からI love you,12230,5219,2014-03-22 22:22:11
唇からI love you,12216,5203,2014-03-22 21:17:26
唇からI love you,12200,5181,2014-03-22 19:36:19
唇からI love you,12186,5148,2014-03-22 18:43:03
唇からI love you,12147,5101,2014-03-22 17:36:12
唇からI love you,12088,5019,2014-03-22 16:36:03
唇からI love you,12010,4904,2014-03-22 15:36:11
唇からI love you,11404,4765,2014-03-22 14:36:58
唇からI love you,11052,4659,2014-03-22 13:35:08
唇からI love you,10709,4568,2014-03-22 12:38:14
唇からI love you,10411,4462,2014-03-22 11:37:41
唇からI love you,10227,4380,2014-03-22 10:37:37
唇からI love you,10044,4299,2014-03-22 09:40:01
唇からI love you,9776,4213,2014-03-22 08:37:46
唇からI love you,9550,4142,2014-03-22 07:37:25
唇からI love you,9388,4071,2014-03-22 06:36:16
唇からI love you,9196,3994,2014-03-22 05:39:42
唇からI love you,9040,3905,2014-03-22 04:38:46
唇からI love you,8859,3828,2014-03-22 03:35:51
唇からI love you,8661,3745,2014-03-22 02:35:12
唇からI love you,8661,3745,2014-03-22 02:35:12
唇からI love you,8482,3652,2014-03-22 01:34:42
唇からI love you,8306,3585,2014-03-22 00:42:35
唇からI love you,8187,3528,2014-03-21 23:35:04
唇からI love you,8111,3467,2014-03-21 22:37:06
唇からI love you,8049,3432,2014-03-21 21:35:04
唇からI love you,8022,3407,2014-03-21 20:38:38
唇からI love you,7947,3380,2014-03-21 19:36:52
唇からI love you,7841,3344,2014-03-21 18:34:38
唇からI love you,7733,3301,2014-03-21 17:35:18
唇からI love you,7539,3227,2014-03-21 16:34:54
唇からI love you,7259,3115,2014-03-21 15:45:52
唇からI love you,7017,3002,2014-03-21 15:32:23
唇からI love you,6710,2863,2014-03-21 15:29:49
唇からI love you,6471,2751,2014-03-21 15:26:35
唇からI love you,6262,2658,2014-03-21 15:23:08
唇からI love you,6117,2564,2014-03-21 10:36:23
唇からI love you,5957,2483,2014-03-21 09:35:56
唇からI love you,5772,2409,2014-03-21 08:37:18
唇からI love you,5547,2317,2014-03-21 07:37:09
唇からI love you,5354,2224,2014-03-21 06:37:31
唇からI love you,5167,2159,2014-03-21 05:38:44
唇からI love you,4980,2075,2014-03-21 04:35:00
唇からI love you,4754,1977,2014-03-21 03:36:24
唇からI love you,4552,1898,2014-03-21 02:35:52
唇からI love you,4355,1801,2014-03-21 01:37:07
唇からI love you,4178,1706,2014-03-21 00:36:29
唇からI love you,4047,1646,2014-03-20 23:34:50
唇からI love you,3930,1597,2014-03-20 22:37:09
唇からI love you,3838,1550,2014-03-20 21:34:41
唇からI love you,3760,1515,2014-03-20 20:38:01
唇からI love you,3671,1475,2014-03-20 19:36:17
唇からI love you,3585,1425,2014-03-20 18:38:22
唇からI love you,3418,1372,2014-03-20 17:36:30
唇からI love you,3221,1291,2014-03-20 16:35:58
唇からI love you,2935,1134,2014-03-20 15:36:04
唇からI love you,2620,1043,2014-03-20 14:37:04
唇からI love you,2314,865,2014-03-20 13:35:00
唇からI love you,2022,793,2014-03-20 12:36:36
唇からI love you,1720,638,2014-03-20 11:37:58
唇からI love you,1446,560,2014-03-20 10:35:22
唇からI love you,1198,512,2014-03-20 09:41:13
唇からI love you,864,339,2014-03-20 09:03:01
第06回 SCORE MATCH,104414,75212,2014-03-15 04:36:02
第06回 SCORE MATCH,102415,73105,2014-03-15 03:33:58
第06回 SCORE MATCH,101202,71476,2014-03-15 02:37:27
第06回 SCORE MATCH,100269,70235,2014-03-15 01:33:24
第06回 SCORE MATCH,99417,69062,2014-03-15 00:35:13
第06回 SCORE MATCH,98411,68143,2014-03-14 23:35:10
第06回 SCORE MATCH,97578,67484,2014-03-14 22:34:39
第06回 SCORE MATCH,97184,66902,2014-03-14 21:35:37
第06回 SCORE MATCH,96642,66528,2014-03-14 20:35:33
第06回 SCORE MATCH,96056,66125,2014-03-14 19:33:14
第06回 SCORE MATCH,95531,65512,2014-03-14 18:35:31
第06回 SCORE MATCH,94705,64869,2014-03-14 17:36:43
第06回 SCORE MATCH,94130,64008,2014-03-14 16:35:03
第06回 SCORE MATCH,93397,62996,2014-03-14 15:33:46
第06回 SCORE MATCH,92743,62121,2014-03-14 14:37:03
第06回 SCORE MATCH,92122,61416,2014-03-14 13:35:07
第06回 SCORE MATCH,91445,60764,2014-03-14 12:33:57
第06回 SCORE MATCH,91049,60246,2014-03-14 11:37:51
第06回 SCORE MATCH,90492,59830,2014-03-14 10:36:09
第06回 SCORE MATCH,89950,59408,2014-03-14 09:34:48
第06回 SCORE MATCH,89602,59024,2014-03-14 08:34:24
第06回 SCORE MATCH,89408,58682,2014-03-14 07:35:29
第06回 SCORE MATCH,89083,58347,2014-03-14 06:33:58
第06回 SCORE MATCH,88734,57993,2014-03-14 05:35:43
第06回 SCORE MATCH,88183,57593,2014-03-14 04:34:28
第06回 SCORE MATCH,88020,57170,2014-03-14 03:34:39
第06回 SCORE MATCH,87869,56839,2014-03-14 02:35:47
第06回 SCORE MATCH,87518,56512,2014-03-14 01:34:55
第06回 SCORE MATCH,87219,56290,2014-03-14 00:35:33
第06回 SCORE MATCH,86901,56033,2014-03-13 23:35:50
第06回 SCORE MATCH,86652,55739,2014-03-13 22:35:21
第06回 SCORE MATCH,86425,55504,2014-03-13 21:36:49
第06回 SCORE MATCH,86336,55346,2014-03-13 20:33:45
第06回 SCORE MATCH,86161,55212,2014-03-13 19:35:26
第06回 SCORE MATCH,85885,55018,2014-03-13 18:37:33
第06回 SCORE MATCH,85635,54711,2014-03-13 17:33:30
第06回 SCORE MATCH,85302,54341,2014-03-13 16:38:05
第06回 SCORE MATCH,84877,53735,2014-03-13 15:34:20
第06回 SCORE MATCH,84349,53215,2014-03-13 14:36:03
第06回 SCORE MATCH,83744,52736,2014-03-13 13:34:08
第06回 SCORE MATCH,83125,52285,2014-03-13 12:37:10
第06回 SCORE MATCH,82735,51897,2014-03-13 11:33:25
第06回 SCORE MATCH,82411,51624,2014-03-13 10:33:49
第06回 SCORE MATCH,82115,51269,2014-03-13 09:35:07
第06回 SCORE MATCH,81955,50994,2014-03-13 08:38:08
第06回 SCORE MATCH,81831,50732,2014-03-13 07:35:11
第06回 SCORE MATCH,81535,50490,2014-03-13 06:35:21
第06回 SCORE MATCH,81232,50155,2014-03-13 05:35:42
第06回 SCORE MATCH,80959,49874,2014-03-13 04:36:30
第06回 SCORE MATCH,80582,49550,2014-03-13 03:34:52
第06回 SCORE MATCH,80336,49218,2014-03-13 02:33:27
第06回 SCORE MATCH,80136,48983,2014-03-13 01:33:24
第06回 SCORE MATCH,79927,48702,2014-03-13 00:33:59
第06回 SCORE MATCH,79544,48452,2014-03-12 23:33:19
第06回 SCORE MATCH,79161,48193,2014-03-12 22:34:16
第06回 SCORE MATCH,79036,47999,2014-03-12 21:38:07
第06回 SCORE MATCH,78712,47857,2014-03-12 20:33:53
第06回 SCORE MATCH,78456,47772,2014-03-12 19:35:54
第06回 SCORE MATCH,78264,47648,2014-03-12 18:36:12
第06回 SCORE MATCH,77785,47472,2014-03-12 17:33:44
第06回 SCORE MATCH,77351,47124,2014-03-12 16:33:23
第06回 SCORE MATCH,76812,46713,2014-03-12 15:33:32
第06回 SCORE MATCH,76218,46224,2014-03-12 14:33:20
第06回 SCORE MATCH,75615,45714,2014-03-12 13:35:20
第06回 SCORE MATCH,74975,45369,2014-03-12 12:34:38
第06回 SCORE MATCH,74390,44924,2014-03-12 11:33:43
第06回 SCORE MATCH,74001,44605,2014-03-12 10:33:24
第06回 SCORE MATCH,73637,44401,2014-03-12 09:38:08
第06回 SCORE MATCH,73243,44127,2014-03-12 08:33:45
第06回 SCORE MATCH,73060,43871,2014-03-12 07:38:03
第06回 SCORE MATCH,72728,43637,2014-03-12 06:33:50
第06回 SCORE MATCH,72516,43438,2014-03-12 05:35:43
第06回 SCORE MATCH,72195,43207,2014-03-12 04:36:14
第06回 SCORE MATCH,71895,42898,2014-03-12 03:34:15
第06回 SCORE MATCH,71524,42618,2014-03-12 02:35:41
第06回 SCORE MATCH,71293,42425,2014-03-12 01:33:32
第06回 SCORE MATCH,70962,42210,2014-03-12 00:34:11
第06回 SCORE MATCH,70749,42004,2014-03-11 23:38:03
第06回 SCORE MATCH,70498,41770,2014-03-11 22:41:57
第06回 SCORE MATCH,70225,41579,2014-03-11 21:35:08
第06回 SCORE MATCH,70024,41477,2014-03-11 20:33:19
第06回 SCORE MATCH,69922,41319,2014-03-11 19:33:49
第06回 SCORE MATCH,69685,41172,2014-03-11 18:35:20
第06回 SCORE MATCH,69476,40998,2014-03-11 17:35:22
第06回 SCORE MATCH,69097,40757,2014-03-11 16:34:09
第06回 SCORE MATCH,68576,40326,2014-03-11 15:34:47
第06回 SCORE MATCH,68041,39878,2014-03-11 14:36:43
第06回 SCORE MATCH,67369,39414,2014-03-11 13:36:23
第06回 SCORE MATCH,66732,39104,2014-03-11 12:34:07
第06回 SCORE MATCH,66168,38761,2014-03-11 11:34:22
第06回 SCORE MATCH,65747,38507,2014-03-11 10:35:04
第06回 SCORE MATCH,65421,38283,2014-03-11 09:34:54
第06回 SCORE MATCH,65022,38023,2014-03-11 08:35:21
第06回 SCORE MATCH,64760,37781,2014-03-11 07:36:13
第06回 SCORE MATCH,64442,37553,2014-03-11 06:34:43
第06回 SCORE MATCH,64189,37334,2014-03-11 05:35:34
第06回 SCORE MATCH,63907,37080,2014-03-11 04:34:10
第06回 SCORE MATCH,63448,36806,2014-03-11 03:33:28
第06回 SCORE MATCH,63225,36542,2014-03-11 02:34:12
第06回 SCORE MATCH,63004,36366,2014-03-11 01:34:41
第06回 SCORE MATCH,62770,36148,2014-03-11 00:35:12
第06回 SCORE MATCH,62586,35984,2014-03-10 23:36:24
第06回 SCORE MATCH,62331,35738,2014-03-10 22:35:19
第06回 SCORE MATCH,61982,35578,2014-03-10 21:35:13
第06回 SCORE MATCH,61838,35476,2014-03-10 20:35:48
第06回 SCORE MATCH,61673,35404,2014-03-10 19:34:32
第06回 SCORE MATCH,61611,35301,2014-03-10 18:34:20
第06回 SCORE MATCH,61356,35100,2014-03-10 17:36:37
第06回 SCORE MATCH,61018,34891,2014-03-10 16:34:05
第06回 SCORE MATCH,60554,34438,2014-03-10 15:35:30
第06回 SCORE MATCH,60047,34000,2014-03-10 14:35:01
第06回 SCORE MATCH,59252,33618,2014-03-10 13:33:17
第06回 SCORE MATCH,58602,33239,2014-03-10 12:34:55
第06回 SCORE MATCH,57985,32940,2014-03-10 11:38:18
第06回 SCORE MATCH,57699,32698,2014-03-10 10:38:40
第06回 SCORE MATCH,57435,32438,2014-03-10 09:39:14
第06回 SCORE MATCH,56904,32172,2014-03-10 08:34:43
第06回 SCORE MATCH,56705,31984,2014-03-10 07:34:23
第06回 SCORE MATCH,56441,31797,2014-03-10 06:33:28
第06回 SCORE MATCH,56150,31569,2014-03-10 05:33:45
第06回 SCORE MATCH,55834,31370,2014-03-10 04:33:19
第06回 SCORE MATCH,55500,31081,2014-03-10 03:34:00
第06回 SCORE MATCH,55149,30867,2014-03-10 02:33:18
第06回 SCORE MATCH,55013,30668,2014-03-10 01:35:02
第06回 SCORE MATCH,54861,30509,2014-03-10 00:33:15
第06回 SCORE MATCH,54619,30331,2014-03-09 23:34:10
第06回 SCORE MATCH,54292,30136,2014-03-09 22:34:24
第06回 SCORE MATCH,53968,29941,2014-03-09 21:40:10
第06回 SCORE MATCH,53771,29830,2014-03-09 20:35:45
第06回 SCORE MATCH,53569,29744,2014-03-09 19:36:48
第06回 SCORE MATCH,53443,29601,2014-03-09 18:35:46
第06回 SCORE MATCH,53205,29416,2014-03-09 17:33:26
第06回 SCORE MATCH,52872,29226,2014-03-09 16:33:56
第06回 SCORE MATCH,52452,28871,2014-03-09 15:34:35
第06回 SCORE MATCH,51748,28498,2014-03-09 14:33:17
第06回 SCORE MATCH,51157,28150,2014-03-09 13:34:25
第06回 SCORE MATCH,50628,27810,2014-03-09 12:34:19
第06回 SCORE MATCH,50075,27565,2014-03-09 11:34:41
第06回 SCORE MATCH,49619,27274,2014-03-09 10:34:59
第06回 SCORE MATCH,49073,27019,2014-03-09 09:34:41
第06回 SCORE MATCH,48598,26769,2014-03-09 08:39:18
第06回 SCORE MATCH,48108,26536,2014-03-09 07:37:01
第06回 SCORE MATCH,47747,26256,2014-03-09 06:33:36
第06回 SCORE MATCH,47401,26035,2014-03-09 05:34:43
第06回 SCORE MATCH,46915,25819,2014-03-09 04:35:19
第06回 SCORE MATCH,46514,25572,2014-03-09 03:36:15
